date,death,avg_death,temp,dptp,rhum,pm10,o3
1988-05-06,115,109.4,16.3888888888889,38.125,46.5,51.184518804,24.658723508
1988-05-07,129,113,16.6666666666667,40.875,29.375,74.17127416,31.9057979844
1988-05-08,137,111.2,19.7222222222222,53.25,78,356.176754391,49.118043768
1988-05-09,134,122,13.3333333333333,52.625,82.125,22.478149098,25.017092052
1988-05-10,124,116,13.8888888888889,49.5,72.125,27.278767819,18.570730449
1988-05-11,121,115.5,15.8333333333333,41.25,44.25,50.237324866,22.574839579
1988-05-12,107,119.5,19.4444444444444,52.5,50.75,46.360801427,32.3614197726
1988-05-13,112,109.4,14.4444444444444,33.625,52.25,21.356493633,29.0231012234
1988-05-14,106,113,15.5555555555556,39.875,29,51.484010413,27.9260021463
1988-05-15,121,111.2,21.6666666666667,54.125,58,56.270341426,35.562379796
1988-05-16,113,122,13.0555555555556,40.25,72.25,NA,22.759868038
1988-05-17,93,116,11.1111111111111,34.375,54.75,20.494091129,26.2548558269
1988-05-18,108,115.5,12.7777777777778,44.875,61.875,26.533693374,26.526348302
1988-05-19,104,119.5,15.5555555555556,36.625,38.625,34.548117166,29.8256669788
1988-05-20,106,109.4,17.2222222222222,51.75,61.25,54.628405164,28.7652522919
1988-05-21,121,113,18.0555555555556,50.25,53,43.6426202992,40.587151622
1988-05-22,108,111.2,18.8888888888889,53.625,67.375,NA,41.602046995
1988-05-23,111,122,11.9444444444444,52.25,90.25,34.783936993,19.704259362
1988-05-24,109,116,11.6666666666667,28,46,17.845769497,32.4565283671
1988-05-25,104,115.5,9.16666666666667,35.5,51.125,16.956371352,24.0980937
1988-05-26,115,119.5,15.8333333333333,42.375,38.5,43.9181163139,25.9370645822
1988-05-27,116,109.4,20.8333333333333,45.375,39.625,59.046382565,40.368944188
1988-05-28,128,113,22.7777777777778,49.75,41.375,NA,39.806272651
1988-05-29,128,111.2,23.3333333333333,51.875,40,NA,45.320056878
1988-05-30,115,122,24.1666666666667,52,39.5,67.239809413,52.106797125
1988-05-31,146,116,24.4444444444444,52.75,39.25,140.278058543,50.303974636
1988-06-01,114,111.5,24.7222222222222,54,39.5,134.296995426,48.363596526
1988-06-02,107,114.25,17.2222222222222,47,70.125,40.9102073428,30.6274463069
1988-06-03,101,106.5,14.7222222222222,37.5,45.125,20.287526984,26.7402837016
1988-06-04,117,107.75,16.9444444444444,40.5,36.625,46.261436178,23.722501421
1988-06-05,115,120.5,22.7777777777778,49.125,36.75,60.339878722,43.45283411
1988-06-06,120,120,25.5555555555556,48.75,34.375,NA,49.414578845
1988-06-07,102,102.8,26.1111111111111,51.125,35.5,131.218980432,52.847587992
1988-06-08,103,111.5,17.2222222222222,46.125,70.125,65.407822192,30.0255649512
1988-06-09,103,114.25,13.3333333333333,32.375,39,NA,31.8067964902
1988-06-10,127,106.5,13.3333333333333,34.625,37.125,22.136371731,25.8934659878
1988-06-11,123,107.75,19.4444444444444,41.625,32.125,42.1271742465,32.8150109515
1988-06-12,110,120.5,22.2222222222222,48.25,35.375,42.0286454503,46.735457433
1988-06-13,98,120,25.5555555555556,48.5,29.875,67.044638716,48.226578467
1988-06-14,129,102.8,27.7777777777778,53.625,35.375,84.003126526,51.932266878
1988-06-15,102,111.5,27.5,53.625,43.75,69.949802971,46.243021692
1988-06-16,112,114.25,21.6666666666667,47.125,42.625,30.92517173,27.2686635222
1988-06-17,95,106.5,20.2777777777778,53.25,54.125,37.9848802568,31.5905223356
1988-06-18,137,107.75,23.6111111111111,52.875,37,46.893087664,40.512415611
1988-06-19,116,120.5,27.7777777777778,55.875,35.875,NA,57.800679736
1988-06-20,114,120,31.3888888888889,70.25,73.875,81.500589014,59.695394137
1988-06-21,109,102.8,30.2777777777778,66.125,44.375,72.801410787,51.145070199
1988-06-22,122,111.5,28.0555555555556,67.25,69,75.801410787,53.183020221
1988-06-23,112,114.25,21.1111111111111,50.75,53.75,17.773844037,28.6562495478
1988-06-24,108,106.5,25.2777777777778,63.25,48.625,NA,35.0811777811
1988-06-25,122,107.75,29.1666666666667,57.5,47.125,NA,57.713922943
1988-06-26,118,120.5,17.5,44.875,51,15.224767578,24.609105372
1988-06-27,105,120,17.7777777777778,42.875,39.75,12.60827679,18.244325668
1988-06-28,89,102.8,22.5,58.5,77.5,NA,34.5388109147
1988-06-29,115,111.5,17.2222222222222,44.375,55.375,8.662262266,26.7810194595
1988-06-30,116,114.25,16.3888888888889,46.125,55.375,2.67250241999999,23.386284576
1988-07-01,116,105.8,18.8888888888889,47.375,54.375,10.597941983,22.178444374
1988-07-02,108,112.75,18.3333333333333,44.375,43.875,19.865314435,21.578874399
1988-07-03,108,116.75,20.8333333333333,47.875,39.25,NA,37.278635615
1988-07-04,123,110.5,22.7777777777778,49.875,37.25,42.4612296899,46.829594193
1988-07-05,120,111.5,26.3888888888889,56.75,37.125,NA,57.004351366
1988-07-06,134,115,28.0555555555556,60.625,38.875,107.51952204,54.003589375
1988-07-07,102,109.8,29.4444444444444,58.375,42.75,107.699075305,57.701320061
1988-07-08,131,105.8,28.3333333333333,59.875,43.625,100.877552805,47.357997575
1988-07-09,105,112.75,28.0555555555556,57.25,40.5,76.994274381,47.967383145
1988-07-10,109,116.75,24.1666666666667,64.625,70.875,NA,39.075377804
1988-07-11,98,110.5,24.7222222222222,57.5,52,33.996211074,33.0296147542
1988-07-12,108,111.5,21.9444444444444,60.375,64.25,6.001671326,26.3891317147
1988-07-13,108,115,26.6666666666667,65.875,49.375,42.0409816665,30.8877471669
1988-07-14,109,109.8,30.5555555555556,57.75,42.75,53.709258011,44.885594719
1988-07-15,99,105.8,30.2777777777778,70.5,45.875,70.073717538,40.763845682
1988-07-16,123,112.75,29.4444444444444,69.625,92.25,45.1001064266,36.395045646
1988-07-17,109,116.75,25.5555555555556,61,52.875,14.038415575,29.6314178935
1988-07-18,101,110.5,21.9444444444444,66.25,86.375,NA,22.047327926
1988-07-19,119,111.5,23.8888888888889,58.375,53.875,27.134387558,24.655776925
1988-07-20,132,115,23.3333333333333,63.875,72.125,26.716911094,26.9571009784
1988-07-21,115,109.8,21.9444444444444,61.125,75.25,24.084468237,23.407951406
1988-07-22,99,105.8,21.6666666666667,59.125,65.625,7.006193177,25.9409082876
1988-07-23,106,112.75,22.2222222222222,59.5,58.5,20.063156812,26.6774853191
1988-07-24,112,116.75,24.1666666666667,57.375,42.375,45.985553078,34.9055682938
1988-07-25,115,110.5,24.1666666666667,64.75,74.875,31.015553079,38.090540185
1988-07-26,121,111.5,23.0555555555556,55.75,54,17.143475953,22.143944364
1988-07-27,110,115,24.4444444444444,60.375,45.875,51.008886412,31.3128129026
1988-07-28,96,109.8,28.8888888888889,62.5,43.875,60.055553079,47.258723043
1988-07-29,121,105.8,28.3333333333333,68.5,56.25,65.095024093,55.967847772
1988-07-30,110,112.75,28.0555555555556,68.875,80.875,32.099488034,44.638050631
1988-07-31,89,116.75,26.1111111111111,62.75,46.75,NA,42.331461597
1988-08-01,123,119.8,31.6666666666667,71.125,51.75,61.388951622,43.403884787
1988-08-02,139,104.75,31.9444444444444,70.375,51.5,58.924027041,47.749860811
1988-08-03,125,101.75,31.1111111111111,67.375,53,56.961083778,38.657767759
1988-08-04,146,113.25,30.5555555555556,71.5,62.375,57.930338325,41.136883748
1988-08-05,152,109.25,24.7222222222222,60.125,54.75,55.907043567,34.7318796937
1988-08-06,121,109.6,24.7222222222222,51.75,39.75,NA,35.446278846
1988-08-07,130,115.8,25.5555555555556,53.625,34.75,34.701037061,39.921648191
1988-08-08,144,119.8,28.8888888888889,70.75,74.375,58.864855712,51.778905863
1988-08-09,108,104.75,26.1111111111111,73,80,59.820905534,29.5219389292
1988-08-10,110,101.75,24.7222222222222,72,86.75,27.701536807,29.5612136695
1988-08-11,114,113.25,27.7777777777778,73.375,69.125,NA,28.2948819676
1988-08-12,95,109.25,28.6111111111111,69.625,61.375,57.689264215,26.0734146902
1988-08-13,102,109.6,28.6111111111111,73.625,80.75,66.111185264,35.741747832
1988-08-14,113,115.8,28.3333333333333,76.625,70.5,NA,38.445274106
1988-08-15,132,119.8,28.8888888888889,70.5,69.375,23.780545357,37.145738976
1988-08-16,106,104.75,30,73.125,58.625,60.813181243,32.8775976618
1988-08-17,141,101.75,31.1111111111111,66.375,45.375,60.923376283,37.82417094
1988-08-18,168,113.25,26.9444444444444,68.375,83.5,54.845505896,32.6189093122
1988-08-19,125,109.25,21.9444444444444,62.875,74.5,24.272521057,14.3437916
1988-08-20,100,109.6,22.7777777777778,62.125,71,23.193726536,36.862478773
1988-08-21,85,115.8,21.3888888888889,54.875,57,NA,27.001290274
1988-08-22,92,119.8,21.1111111111111,59.75,65.75,31.154342121,23.696294749
1988-08-23,117,104.75,23.8888888888889,55.375,52.75,39.1166939808,31.1996227851
1988-08-24,124,101.75,21.6666666666667,52.375,54.875,81.075686787,20.676449387
1988-08-25,103,113.25,20.8333333333333,42.625,38.375,46.164722599,19.981498747
1988-08-26,112,109.25,18.8888888888889,45.375,42.625,33.08187042,15.240905303
1988-08-27,98,109.6,18.3333333333333,60.125,95.875,NA,7.233549553
1988-08-28,79,115.8,17.7777777777778,41.875,46.75,81.151578015,18.080978128
1988-08-29,114,119.8,15.5555555555556,49,62.25,21.13499145,19.259773426
1988-08-30,95,104.75,17.2222222222222,49.375,50.625,29.038962566,18.511710878
1988-08-31,112,101.75,21.3888888888889,49,39.75,43.40531503,29.6088921202
1988-09-01,121,112.25,22.2222222222222,52.5,49.75,39.9958688607,35.477136525
1988-09-02,120,109.25,22.7777777777778,57.875,54.75,56.904098109,33.3794928151
1988-09-03,105,114.75,22.2222222222222,53.625,55.375,29.937254878,31.5828001804
1988-09-04,108,111,17.2222222222222,52.375,72.875,19.757027457,32.4931456057
1988-09-05,106,127.5,12.2222222222222,38,57.125,NA,24.094449207
1988-09-06,119,116.4,12.7777777777778,39.625,51.375,25.0606165,15.269836057
1988-09-07,120,110.6,15.8333333333333,37.625,33,25.258612155,26.4070932929
1988-09-08,117,112.25,21.1111111111111,47.125,42.125,45.699112227,34.5220812489
1988-09-09,112,109.25,18.8888888888889,34.75,35.375,57.643699698,16.083731786
1988-09-10,129,114.75,19.7222222222222,39.75,32.375,68.748397446,17.966609844
1988-09-11,123,111,21.6666666666667,62.375,57.75,NA,28.9282059497
1988-09-12,133,127.5,24.1666666666667,64.75,65.375,26.952381837,17.368235623
1988-09-13,102,116.4,17.2222222222222,46.875,59,49.668942901,13.931267266
1988-09-14,99,110.6,18.8888888888889,48.875,57.125,49.645189748,21.795845492
1988-09-15,104,112.25,18.0555555555556,50.375,59.5,29.721417323,18.301756507
1988-09-16,117,109.25,18.6111111111111,59.75,72.25,46.710967254,14.733890479
1988-09-17,103,114.75,25.5555555555556,61.75,53.5,NA,24.4833327
1988-09-18,121,111,24.7222222222222,62.375,76.125,35.7514621701,18.655355644
1988-09-19,103,127.5,19.4444444444444,51.25,70.125,17.666600303,13.120483732
1988-09-20,128,116.4,15.5555555555556,47.25,66.125,25.673534607,12.09461828
1988-09-21,101,110.6,14.7222222222222,49.75,69,NA,7.707460132
1988-09-22,128,112.25,21.1111111111111,66.25,73.625,NA,16.472005713
1988-09-23,107,109.25,15.5555555555556,42.125,55.125,NA,17.826012134
1988-09-24,95,114.75,13.6111111111111,42.875,59.5,42.2682838868,14.657082035
1988-09-25,120,111,16.3888888888889,48.25,59.75,NA,22.822621486
1988-09-26,107,127.5,18.0555555555556,45.875,40.25,NA,35.624815702
1988-09-27,107,116.4,21.6666666666667,56.375,67.625,NA,26.9879556341
1988-09-28,130,110.6,16.3888888888889,51.625,68.25,NA,16.020615214
1988-09-29,85,112.25,19.7222222222222,56.875,66.875,NA,16.250242732
1988-09-30,138,109.25,20.2777777777778,60.75,71.25,46.116224264,11.825438035
1988-10-01,109,119,16.6666666666667,56.875,83.875,4.209824786,10.013335791
1988-10-02,108,119,13.6111111111111,45,73.25,14.198387317,18.220591145
1988-10-03,129,118.25,11.9444444444444,38.125,57.875,NA,7.651612704
1988-10-04,122,120.75,6.11111111111111,30.25,57.875,25.241985009,11.118919673
1988-10-05,97,120.5,6.11111111111111,32.25,67.75,22.273418837,10.375214705
1988-10-06,117,121.6,6.38888888888889,32.75,64.25,29.685181083,8.934901158
1988-10-07,124,115.4,8.61111111111111,33,53.75,NA,11.06460428
1988-10-08,110,119,11.1111111111111,41.125,60.375,48.116249717,11.519722402
1988-10-09,107,119,12.5,47.5,73.125,NA,11.416381222
1988-10-10,118,118.25,14.4444444444444,34.625,46.625,31.189556297,20.027926745
1988-10-11,108,120.75,5.83333333333333,26.125,54,40.1439843411,12.798536334
1988-10-12,112,120.5,3.88888888888889,24.375,60.75,22.378000614,14.083270263
1988-10-13,108,121.6,4.16666666666667,23.875,39.625,NA,9.998673124
1988-10-14,106,115.4,14.4444444444444,42.25,44.875,51.100010497,17.291547976
1988-10-15,139,119,19.1666666666667,52,63.125,43.057089821,34.7441209034
1988-10-16,120,119,16.9444444444444,47.875,66,35.164250858,25.5096310405
1988-10-17,121,118.25,11.6666666666667,55.125,93.75,NA,3.985168086
1988-10-18,121,120.75,9.72222222222222,36.375,67.875,18.166789435,10.308770322
1988-10-19,118,120.5,6.38888888888889,32.25,72.625,20.30744939,9.921411183
1988-10-20,123,121.6,5.55555555555556,37.875,72.5,16.24807439,5.060173428
1988-10-21,101,115.4,8.05555555555556,39,80,23.232241846,5.966781406
1988-10-22,94,119,5.55555555555556,32.5,73.5,24.399767457,8.613538275
1988-10-23,115,119,6.38888888888889,30.625,70.75,22.340392457,9.122106116
1988-10-24,115,118.25,0.833333333333333,27.125,82.5,21.861264149,5.675501427
1988-10-25,138,120.75,1.66666666666667,22.125,62.125,26.201910935,6.601095682
1988-10-26,132,120.5,2.5,26,70,26.1151814,5.16372005
1988-10-27,131,121.6,7.22222222222222,40.875,80.375,NA,7.825990449
1988-10-28,129,115.4,2.77777777777778,21,59.125,31.18859344,11.678528477
1988-10-29,114,119,0.833333333333333,12.75,45.5,20.203112232,9.827027949
1988-10-30,120,119,0.555555555555556,25.875,73.375,20.025606239,10.380369439
1988-10-31,116,118.25,3.88888888888889,27.625,46.25,28.19647072,7.946280152
1988-11-01,139,112.5,4.44444444444444,28,58.25,27.281545347,10.850822532
1988-11-02,125,120,6.38888888888889,35.75,75.375,20.270364062,11.035250442
1988-11-03,132,119.25,10.2777777777778,50.625,83.25,26.378718952,7.673049122
1988-11-04,133,116.5,11.3888888888889,51.5,94.25,20.412088131,6.285237191
1988-11-05,125,117.5,5.27777777777778,36.125,93.625,10.060752202,7.155999292
1988-11-06,105,115.6,0.833333333333333,30.625,82.125,NA,18.501383053
1988-11-07,114,115,3.88888888888889,38,85.375,5.81201424,9.977709215
1988-11-08,108,112.5,5.55555555555556,36.875,83.625,33.871489508,8.767747052
1988-11-09,111,120,6.38888888888889,46,98.5,18.797935133,5.449136799
1988-11-10,93,119.25,5.83333333333333,30.625,74.5,8.85885394,11.529915231
1988-11-11,108,116.5,4.16666666666667,29.25,74.5,17.897950624,13.325309102
1988-11-12,120,117.5,5.27777777777778,44,95.5,8.953125974,7.960400282
1988-11-13,124,115.6,7.22222222222222,40.875,73.625,5.934856742,12.211031882
1988-11-14,118,115,8.61111111111111,34.5,62.375,NA,10.706143409
1988-11-15,132,112.5,13.3333333333333,60.375,92.25,NA,6.733599004
1988-11-16,127,120,8.88888888888889,24.25,67.625,17.082930947,13.486710032
1988-11-17,108,119.25,3.61111111111111,28.125,68.125,18.996945049,12.432397987
1988-11-18,134,116.5,6.38888888888889,30.125,49.625,2.877525548,7.745359578
1988-11-19,117,117.5,6.66666666666667,40.125,88.5,7.953002934,5.999059172
1988-11-20,115,115.6,2.5,28.125,78.125,14.943305447,11.249812028
1988-11-21,109,115,0.555555555555556,23.375,67.875,14.953718987,10.055172207
1988-11-22,112,112.5,1.38888888888889,28.125,82.375,24.862020142,9.22105406
1988-11-23,125,120,5.27777777777778,35.5,73.25,32.067479695,6.773804738
1988-11-24,122,119.25,8.05555555555556,35,57.375,15.771373355,9.95556582
1988-11-25,146,116.5,9.44444444444444,44.375,72.5,21.805702071,14.615349238
1988-11-26,112,117.5,12.2222222222222,51.25,92.25,6.739353807,15.121633089
1988-11-27,106,115.6,2.77777777777778,25,71.25,2.71025124,20.225710076
1988-11-28,105,115,-2.22222222222222,21.875,81.5,-0.289748760000002,12.740644804
1988-11-29,100,112.5,0.833333333333333,31.375,67.5,21.542888364,8.852715686
1988-11-30,113,120,-0.833333333333333,23.875,80.5,16.287006016,9.172182491
1988-12-01,109,128.8,-4.72222222222222,16.375,80.625,21.710052891,11.133219325
1988-12-02,128,130.25,1.11111111111111,32.5,71.125,23.733786058,7.667878781
1988-12-03,116,118.75,6.11111111111111,26,63,NA,14.702883291
1988-12-04,97,124,0.277777777777778,23.25,63.5,17.8751375,14.367635886
1988-12-05,115,132.5,3.61111111111111,31.25,76.625,35.304421343,9.263015397
1988-12-06,109,123.8,5.55555555555556,34.875,69,34.833995771,13.179748932
1988-12-07,122,123.6,1.66666666666667,20,60.875,25.021003644,13.727987316
1988-12-08,121,128.8,-2.77777777777778,11.25,53.5,35.127372778,13.681161866
1988-12-09,98,130.25,-5.83333333333333,14.25,63.25,32.255460887,11.665067609
1988-12-10,132,118.75,-7.5,2.125,65.5,NA,13.189208432
1988-12-11,103,124,-11.6666666666667,6.125,64.5,25.828587637,11.506619827
1988-12-12,132,132.5,-7.5,19.375,78.75,24.296927848,9.025025756
1988-12-13,123,123.8,1.38888888888889,28.625,68.375,43.4095760708,10.249498682
1988-12-14,132,123.6,3.05555555555556,24.875,68.125,NA,11.525611736
